baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.49,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.49,0.5
0.5,0.5,0.5,0.49,0.5
0.5,0.5,0.5,0.49,0.5
0.49,0.49,0.49,0.49,0.5
0.5,0.5,0.5,0.49,0.5
0.49,0.49,0.49,0.49,0.5
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.48,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49
