baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.47,0.46,0.47,0.47,0.47
0.49,0.48,0.49,0.49,0.49
0.49,0.48,0.49,0.49,0.49
0.49,0.48,0.49,0.49,0.49
0.49,0.48,0.49,0.49,0.49
0.47,0.46,0.47,0.47,0.47
0.47,0.46,0.47,0.46,0.47
0.45,0.44,0.45,0.44,0.45
0.47,0.46,0.46,0.46,0.47
0.49,0.48,0.48,0.48,0.49
0.49,0.48,0.48,0.48,0.49
0.51,0.51,0.51,0.5,0.51
0.53,0.53,0.53,0.53,0.53
0.51,0.51,0.51,0.5,0.51
0.49,0.48,0.48,0.48,0.49
0.49,0.48,0.48,0.48,0.49
0.49,0.48,0.48,0.48,0.49
0.51,0.51,0.51,0.5,0.51
0.51,0.51,0.51,0.5,0.51
0.51,0.51,0.51,0.5,0.51
0.51,0.51,0.51,0.51,0.51
0.49,0.48,0.49,0.49,0.49
0.51,0.51,0.51,0.51,0.51
0.49,0.48,0.49,0.49,0.49
0.49,0.48,0.49,0.49,0.49
0.47,0.46,0.47,0.47,0.47
0.49,0.48,0.49,0.49,0.49
0.49,0.48,0.48,0.48,0.49
0.51,0.51,0.5,0.5,0.51
0.51,0.51,0.5,0.5,0.51
0.53,0.53,0.52,0.52,0.53
0.51,0.51,0.5,0.5,0.51
0.51,0.51,0.5,0.5,0.51
0.51,0.51,0.5,0.5,0.53
0.53,0.53,0.52,0.51,0.55
0.53,0.53,0.52,0.51,0.55
0.55,0.55,0.54,0.53,0.57
0.53,0.53,0.52,0.51,0.55
0.53,0.53,0.52,0.52,0.55
0.51,0.51,0.49,0.49,0.53
0.51,0.51,0.49,0.49,0.53
0.51,0.51,0.49,0.49,0.51
0.51,0.51,0.49,0.49,0.51
0.51,0.51,0.49,0.49,0.51
0.51,0.51,0.49,0.49,0.51
0.51,0.51,0.49,0.49,0.51
0.53,0.53,0.52,0.52,0.53
0.51,0.51,0.49,0.49,0.51
0.51,0.51,0.49,0.49,0.51
0.49,0.48,0.47,0.47,0.49
0.47,0.46,0.45,0.45,0.47
0.45,0.44,0.43,0.43,0.45
0.43,0.42,0.41,0.41,0.43
0.43,0.42,0.41,0.41,0.43
0.41,0.4,0.39,0.39,0.41
0.41,0.4,0.39,0.39,0.41
0.43,0.42,0.41,0.41,0.43
0.45,0.44,0.43,0.43,0.43
0.45,0.44,0.43,0.43,0.43
0.45,0.44,0.43,0.43,0.43
0.45,0.44,0.43,0.43,0.43
0.47,0.46,0.45,0.45,0.45
0.45,0.44,0.43,0.43,0.43
0.45,0.44,0.43,0.43,0.43
0.47,0.46,0.45,0.45,0.45
0.47,0.46,0.45,0.45,0.45
0.47,0.46,0.45,0.45,0.45
0.45,0.44,0.44,0.43,0.43
0.45,0.44,0.44,0.43,0.43
0.45,0.44,0.44,0.43,0.43
0.43,0.42,0.41,0.41,0.41
0.43,0.42,0.41,0.41,0.41
0.43,0.42,0.41,0.41,0.41
0.41,0.4,0.39,0.39,0.39
0.43,0.42,0.41,0.41,0.41
0.45,0.44,0.44,0.43,0.43
0.45,0.44,0.44,0.43,0.43
0.43,0.42,0.41,0.41,0.41
0.43,0.42,0.42,0.42,0.41
0.41,0.4,0.4,0.4,0.39
0.43,0.42,0.42,0.43,0.41
0.43,0.42,0.42,0.43,0.41
0.45,0.44,0.45,0.45,0.43
0.43,0.42,0.43,0.43,0.41
0.45,0.44,0.45,0.45,0.41
0.43,0.42,0.42,0.42,0.39
0.43,0.42,0.42,0.42,0.39
0.41,0.4,0.4,0.4,0.37
0.43,0.42,0.42,0.42,0.39
0.41,0.4,0.4,0.4,0.37
0.43,0.42,0.42,0.42,0.39
0.43,0.42,0.42,0.42,0.39
0.41,0.4,0.4,0.4,0.39
0.41,0.4,0.4,0.4,0.39
0.43,0.42,0.43,0.42,0.41
0.43,0.42,0.43,0.42,0.41
0.43,0.42,0.43,0.42,0.41
0.43,0.42,0.43,0.42,0.41
0.45,0.44,0.45,0.44,0.43
0.45,0.44,0.45,0.44,0.43
0.47,0.46,0.47,0.46,0.45
0.49,0.48,0.49,0.48,0.45
0.49,0.48,0.49,0.48,0.45
0.51,0.51,0.51,0.5,0.47
0.51,0.51,0.51,0.5,0.47
0.53,0.53,0.53,0.52,0.49
0.53,0.53,0.53,0.52,0.49
0.53,0.53,0.53,0.52,0.49
0.51,0.51,0.51,0.5,0.49
0.53,0.53,0.53,0.52,0.51
0.53,0.53,0.53,0.52,0.51
0.53,0.53,0.53,0.52,0.51
0.51,0.51,0.51,0.5,0.49
0.53,0.53,0.53,0.52,0.51
0.53,0.53,0.53,0.52,0.51
0.51,0.51,0.51,0.5,0.49
0.53,0.53,0.53,0.52,0.51
0.53,0.53,0.53,0.52,0.51
0.55,0.55,0.55,0.55,0.53
0.53,0.53,0.53,0.52,0.51
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.53
0.57,0.57,0.57,0.57,0.55
0.59,0.59,0.59,0.59,0.57
0.59,0.59,0.59,0.59,0.57
0.57,0.57,0.57,0.57,0.55
0.57,0.57,0.57,0.57,0.55
0.57,0.57,0.57,0.57,0.55
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.53
0.53,0.53,0.53,0.53,0.51
0.53,0.53,0.53,0.53,0.51
0.51,0.51,0.51,0.51,0.49
0.53,0.53,0.53,0.53,0.51
0.53,0.53,0.53,0.53,0.51
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.53
0.57,0.57,0.57,0.57,0.55
0.57,0.57,0.57,0.57,0.55
0.59,0.59,0.59,0.59,0.57
0.61,0.61,0.61,0.61,0.59
0.63,0.63,0.63,0.63,0.61
0.61,0.61,0.61,0.61,0.59
0.61,0.61,0.61,0.61,0.59
0.61,0.61,0.61,0.61,0.59
0.59,0.59,0.59,0.59,0.57
0.57,0.57,0.57,0.57,0.55
0.57,0.57,0.57,0.57,0.55
0.55,0.55,0.55,0.55,0.53
0.55,0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55,0.55
0.53,0.53,0.53,0.53,0.53
0.55,0.55,0.55,0.55,0.55
