baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.51
0.5,0.53,0.53,0.55,0.5
0.51,0.55,0.55,0.57,0.5
0.51,0.55,0.55,0.57,0.51
0.51,0.55,0.55,0.57,0.5
0.51,0.55,0.55,0.57,0.51
0.5,0.53,0.53,0.55,0.5
0.49,0.51,0.51,0.54,0.5
0.49,0.51,0.51,0.54,0.5
0.49,0.51,0.51,0.54,0.5
0.48,0.49,0.49,0.52,0.5
0.47,0.47,0.47,0.5,0.49
0.46,0.45,0.45,0.49,0.48
0.46,0.45,0.45,0.49,0.48
0.46,0.45,0.45,0.49,0.48
0.46,0.45,0.45,0.49,0.48
0.46,0.45,0.45,0.49,0.48
0.45,0.44,0.44,0.47,0.47
0.44,0.42,0.42,0.46,0.46
0.45,0.44,0.44,0.47,0.46
0.46,0.45,0.45,0.49,0.47
0.46,0.45,0.45,0.48,0.48
0.45,0.44,0.44,0.47,0.47
0.46,0.45,0.45,0.49,0.47
0.45,0.44,0.44,0.47,0.47
0.44,0.42,0.42,0.47,0.46
0.45,0.44,0.44,0.48,0.45
0.45,0.44,0.44,0.47,0.45
0.45,0.44,0.44,0.47,0.45
0.46,0.45,0.45,0.48,0.45
0.46,0.45,0.45,0.49,0.45
0.46,0.45,0.45,0.49,0.45
0.47,0.47,0.47,0.5,0.46
0.47,0.47,0.47,0.51,0.47
0.46,0.45,0.45,0.49,0.47
0.46,0.45,0.45,0.5,0.46
0.46,0.45,0.45,0.49,0.46
0.46,0.45,0.45,0.49,0.47
0.46,0.45,0.45,0.49,0.47
0.46,0.45,0.45,0.49,0.46
0.45,0.44,0.44,0.47,0.46
0.44,0.42,0.42,0.46,0.45
0.44,0.42,0.42,0.45,0.44
0.44,0.42,0.42,0.45,0.44
0.43,0.4,0.4,0.44,0.44
0.43,0.4,0.4,0.44,0.43
0.43,0.4,0.4,0.44,0.44
0.42,0.38,0.38,0.43,0.43
0.42,0.38,0.38,0.43,0.43
0.42,0.38,0.38,0.43,0.42
0.42,0.38,0.38,0.43,0.42
0.43,0.4,0.4,0.45,0.42
0.43,0.4,0.4,0.45,0.43
0.42,0.38,0.38,0.43,0.43
0.42,0.38,0.38,0.44,0.42
0.42,0.38,0.38,0.44,0.42
0.42,0.38,0.38,0.43,0.42
0.42,0.38,0.38,0.44,0.42
0.43,0.4,0.4,0.45,0.43
0.44,0.42,0.42,0.46,0.43
0.43,0.4,0.4,0.46,0.43
0.42,0.38,0.38,0.44,0.42
0.41,0.36,0.36,0.43,0.42
0.4,0.35,0.33,0.4,0.41
0.39,0.33,0.31,0.39,0.4
0.39,0.33,0.31,0.39,0.4
0.4,0.35,0.33,0.41,0.4
0.4,0.35,0.33,0.41,0.4
0.39,0.33,0.31,0.39,0.4
0.4,0.35,0.33,0.41,0.4
0.41,0.36,0.35,0.43,0.41
0.4,0.35,0.33,0.42,0.41
0.4,0.35,0.33,0.41,0.4
0.4,0.35,0.33,0.41,0.4
0.4,0.35,0.33,0.41,0.39
0.41,0.36,0.35,0.42,0.4
0.42,0.38,0.37,0.44,0.41
0.41,0.36,0.35,0.42,0.41
0.41,0.36,0.36,0.43,0.4
0.42,0.38,0.38,0.44,0.41
0.43,0.4,0.4,0.45,0.42
0.43,0.4,0.4,0.45,0.42
0.43,0.4,0.4,0.45,0.43
0.42,0.38,0.38,0.44,0.42
0.41,0.36,0.36,0.42,0.41
0.41,0.36,0.36,0.42,0.41
0.4,0.35,0.36,0.42,0.4
0.41,0.36,0.38,0.42,0.4
0.4,0.35,0.36,0.41,0.4
0.4,0.35,0.36,0.41,0.39
0.4,0.35,0.36,0.4,0.4
0.4,0.35,0.36,0.4,0.4
0.4,0.35,0.36,0.4,0.4
0.4,0.35,0.36,0.4,0.39
0.41,0.36,0.39,0.41,0.39
0.41,0.36,0.38,0.4,0.39
0.42,0.38,0.4,0.42,0.39
0.42,0.38,0.43,0.43,0.4
0.42,0.38,0.43,0.42,0.4
0.43,0.4,0.43,0.43,0.4
0.43,0.4,0.43,0.43,0.41
0.43,0.4,0.42,0.43,0.4
0.42,0.38,0.41,0.42,0.4
0.41,0.36,0.4,0.4,0.4
0.42,0.38,0.43,0.42,0.4
0.41,0.36,0.42,0.4,0.4
0.42,0.38,0.42,0.42,0.4
0.42,0.38,0.4,0.41,0.4
0.43,0.4,0.42,0.43,0.4
0.42,0.38,0.4,0.41,0.4
0.42,0.38,0.41,0.41,0.39
0.42,0.38,0.42,0.41,0.39
0.42,0.38,0.41,0.42,0.39
0.42,0.38,0.41,0.42,0.39
0.42,0.38,0.4,0.41,0.39
0.41,0.36,0.39,0.39,0.38
0.4,0.35,0.39,0.39,0.38
0.4,0.35,0.38,0.39,0.37
0.4,0.35,0.37,0.38,0.37
0.39,0.33,0.35,0.36,0.37
0.38,0.31,0.35,0.35,0.36
0.37,0.29,0.33,0.34,0.35
0.38,0.31,0.33,0.36,0.35
0.38,0.31,0.35,0.35,0.36
0.39,0.33,0.37,0.38,0.36
0.4,0.35,0.37,0.38,0.36
0.39,0.33,0.36,0.37,0.36
0.39,0.33,0.36,0.37,0.37
0.39,0.33,0.38,0.38,0.37
0.39,0.33,0.38,0.38,0.38
0.4,0.35,0.38,0.38,0.38
0.41,0.36,0.38,0.39,0.38
0.41,0.36,0.38,0.39,0.39
0.42,0.38,0.39,0.4,0.38
0.43,0.4,0.4,0.41,0.38
0.44,0.42,0.42,0.43,0.39
0.45,0.44,0.43,0.43,0.4
0.45,0.44,0.44,0.44,0.41
0.45,0.44,0.44,0.44,0.41
0.45,0.44,0.44,0.44,0.4
0.46,0.45,0.46,0.46,0.41
0.47,0.47,0.46,0.47,0.42
0.48,0.49,0.48,0.48,0.42
0.48,0.49,0.47,0.47,0.42
